Source Account Number,Mellon Security ID,Security Description 1,Shares/Par,Base Market Value
NPSF20012002,53944YAD5,LLOYDS BANKING GROUP PLC,200000 ,202102.00 
NPSF20015002,53947MAB2,LLOYDS BANK PLC 144A,500000 ,545520.00 
NPSF20012002,539830AY5,LOCKHEED MARTIN CORP,120000 ,125317.20 
NPSF30018002,539830BH1,LOCKHEED MARTIN CORP,210000 ,218563.80 
NPSF20012002,539830BH1,LOCKHEED MARTIN CORP,140000 ,145709.20 
NPSF30018002,539830BK4,LOCKHEED MARTIN CORP,40000 ,43502.80 
NPSF20012002,540424AQ1,LOEWS CORP,210000 ,209170.50 
NPSF20012002,548661DM6,LOWE'S COS INC,30000 ,28802.40 
NPSF20012002,548661DP9,LOWE'S COS INC,50000 ,50054.00 
NPSF30018002,54910JAE4,LSTAR COMMERCIAL MOR 3 A3 144A,575000 ,583745.75 
NPSF20011002,55181XAA0,VIRGIN MEDIA FINANCE PLC 144A,375000 ,392812.50 
NPSF20011002,552848AF0,MGIC INVESTMENT CORP,530000 ,569750.00 
NPSF20011002,552953BX8,MGM RESORTS INTERNATIONAL,1095000 ,1286625.00 
NPSF20011002,552953BY6,MGM RESORTS INTERNATIONAL,195000 ,218643.75 
NPSF20011002,552953CC3,MGM RESORTS INTERNATIONAL,670000 ,737335.00 
NPSF20011002,552953CD1,MGM RESORTS INTERNATIONAL,245000 ,245306.25 
NPSF30018002,55328HAE1,MULTIPLAN 5/16 COV-LITE TLB,209784 ,209871.98 
NPSF20011002,55336VAC4,MPLX LP,155000 ,159634.50 
NPSF20011002,55336VAE0,MPLX LP,565000 ,601871.90 
NPSF20012002,55336VAK6,MPLX LP,220000 ,223258.20 
NPSF20015002,55608PAL8,MACQUARIE BANK LTD 144A,250000 ,250550.00 
NPSF20015002,55953HAJ2,MAGNETITE XII LTD 12A AR 144A,250000 ,250362.50 
NPSF30018002,561234AE5,MALLINCKRODT INTERNATIONAL FIN,150000 ,132750.00 
NPSF20012002,563469UD5,PROVINCE OF MANITOBA CANADA,126000 ,130805.64 
NPSF20012002,571748AZ5,MARSH & MCLENNAN COS INC,192000 ,200891.52 
NPSF20015002,57582PWH9,MASSACHUSETTS ST,200000 ,226500.00 
NPSF20011002,57665RAF3,MATCH GROUP INC,240000 ,261600.00 
NPSF20012002,58013MEJ9,MCDONALD'S CORP,50000 ,52172.50 
NPSF20012002,58013MFB5,MCDONALD'S CORP,60000 ,61276.80 
NPSF30018002,58013MFB5,MCDONALD'S CORP,210000 ,214468.80 
NPSF20011002,58502BAA4,MEDNAX INC 144A,270000 ,275737.50 
NPSF20012002,585055BG0,MEDTRONIC INC,130000 ,132212.60 
NPSF20012002,585055BR6,MEDTRONIC INC,6000 ,6231.18 
NPSF20012002,585055BS4,MEDTRONIC INC,200000 ,208256.00 
NPSF30018002,585055BS4,MEDTRONIC INC,400000 ,416512.00 
NPSF30018002,58507LAC3,MEDTRONIC GLOBAL HOLDINGS SCA,140000 ,143334.80 
NPSF20011002,587118AE0,MEN'S WEARHOUSE INC/THE,220000 ,187550.00 
NPSF30018002,58933YAR6,MERCK & CO INC,100000 ,100083.00 
NPSF20012002,58933YAR6,MERCK & CO INC,40000 ,40033.20 
NPSF30018002,59018YN64,BANK OF AMERICA CORP,330000 ,344681.70 
NPSF20015002,59018YN64,BANK OF AMERICA CORP,935000 ,976598.15 
NPSF20012002,59018YN64,BANK OF AMERICA CORP,33000 ,34468.17 
NPSF20015002,59020UGT6,MERRILL LYNCH MORTGAGE I A2 1A,190585 ,190710.43 
NPSF20012002,59156RAX6,METLIFE INC,175000 ,190776.25 
NPSF30018002,594088AM8,MICHAELS STORES 9/16 TLB,198354 ,198134.24 
NPSF30018002,594918BB9,MICROSOFT CORP,70000 ,69986.00 
NPSF20015002,594918BD5,MICROSOFT CORP,200000 ,196318.00 
NPSF20012002,594918BH6,MICROSOFT CORP,10000 ,10213.80 
NPSF20015002,594918BL7,MICROSOFT CORP,200000 ,218792.00 
NPSF20012002,594918BP8,MICROSOFT CORP,200000 ,196700.00 
NPSF20012002,594918BQ6,MICROSOFT CORP,130000 ,127010.00 
NPSF20012002,594918BR4,MICROSOFT CORP,225000 ,216803.25 
NPSF30018002,594918BR4,MICROSOFT CORP,460000 ,443242.20 
NPSF30018002,594918BS2,MICROSOFT CORP,10000 ,9783.70 
NPSF30018002,594918BU7,MICROSOFT CORP,90000 ,88372.80 
NPSF30018002,594918BX1,MICROSOFT CORP,300000 ,305541.00 
NPSF20012002,594918BY9,MICROSOFT CORP,600000 ,618912.00 
NPSF30018002,594918BY9,MICROSOFT CORP,510000 ,526075.20 
NPSF30018002,594918CB8,MICROSOFT CORP,130000 ,140267.40 
NPSF20011002,595112BA0,MICRON TECHNOLOGY INC,185000 ,193325.00 
NPSF20011002,595112BD4,MICRON TECHNOLOGY INC 144A,380000 ,390830.00 
NPSF20015002,59562EAH8,MIDAMERICAN ENERGY CO,265000 ,330314.55 
NPSF30018002,599809CG3,MILL CITY MORTGAGE T 1 M3 144A,670000 ,667159.20 
NPSF30018002,606822AL8,MITSUBISHI UFJ FINANCIAL GROUP,110000 ,111890.90 
NPSF20012002,60687YAH2,MIZUHO FINANCIAL GROUP INC,600000 ,606198.00 
NPSF20012002,60871RAG5,MOLSON COORS BREWING CO,90000 ,87354.00 
NPSF20015002,60920LAA2,MONDELEZ INTERNATIONAL HO 144A,425000 ,420877.50 
NPSF20012002,61166WAU5,MONSANTO CO,41000 ,41523.16 
NPSF30018002,61691GAS9,MORGAN STANLEY BANK OF C32 A4,250000 ,263125.00 
NPSF20012002,61753JAB5,MORGAN STANLEY CAPITA IQ13 A1A,0 ,0.02 
NPSF20012002,61757RAD9,MORGAN STANLEY CAPITAL HQ13 A3,332040 ,334500.39 
NPSF20012002,61759LAA6,MORGAN STANLEY R GG10 A4A 144A,0 ,0.06 
NPSF20012002,61764RBF4,MORGAN STANLEY BANK OF C20 A4,405000 ,412780.05 
NPSF20012002,61913PAA0,MORTGAGEIT TRUST 2004-1 1 A1,109602 ,107506.75 
NPSF30018002,61916BAH3,MORTGAGE REPURCHASE 4 A2 144A,650000 ,647270.00 
NPSF30018002,61974QAQ9,MOTEL 6 TRUST 2015 MTL6 D 144A,570000 ,574081.20 
NPSF20012002,620076BF5,MOTOROLA SOLUTIONS INC,26000 ,26374.92 
NPSF20011002,626717AH5,MURPHY OIL CORP,325000 ,340437.50 
NPSF20011002,626738AD0,MURPHY OIL USA INC,90000 ,93825.00 
NPSF20012002,628530AV9,MYLAN INC 144A,95000 ,94607.65 
NPSF30018002,62886HAM3,NCL CORP LTD 144A,100000 ,102500.00 
NPSF20011002,62886HAM3,NCL CORP LTD 144A,190000 ,194750.00 
NPSF30018002,62886HAN1,NCL CORP LTD 144A,40000 ,41300.00 
NPSF20015002,62888UAA8,NCUA GUARANTEED NOTES TR R2 1A,247584 ,247438.17 
NPSF20015002,62888VAA6,NCUA GUARANTEED NOTES TR R1 1A,343500 ,343970.30 
NPSF20015002,62888WAA4,NCUA GUARANTEED NOTES TR R3 1A,264366 ,264828.54 
NPSF20015002,62888WAB2,NCUA GUARANTEED NOTES TR R3 2A,239270 ,240423.15 
NPSF20015002,62889CAA7,NCUA GUARANTEED NOTES TR R2 1A,296657 ,297019.02 
NPSF20011002,629377BS0,NRG ENERGY INC,189000 ,195615.00 
NPSF20011002,629377BU5,NRG ENERGY INC,365000 ,375037.50 
NPSF20011002,629377BW1,NRG ENERGY INC,200000 ,204500.00 
NPSF20011002,629377CA8,NRG ENERGY INC,480000 ,495600.00 
NPSF20011002,62943WAB5,NRG YIELD OPERATING LLC,95000 ,99085.00 
NPSF20011002,62943WAC3,NRG YIELD OPERATING LLC 144A,350000 ,347375.00 
NPSF20015002,62952EAA5,NYU HOSPITALS CENTER,300000 ,307530.00 
NPSF20011002,629568BC9,NABORS INDUSTRIES INC 144A,300000 ,297000.00 
NPSF20012002,63254AAV0,NATIONAL AUSTRALIA BANK LTD/NE,250000 ,250180.00 
NPSF20011002,63860UAE0,NATIONSTAR MORTGAGE LLC / NATI,110000 ,113025.00 
NPSF20011002,63860UAH3,NATIONSTAR MORTGAGE LLC / NATI,370000 ,382025.00 
NPSF20011002,63860UAK6,NATIONSTAR MORTGAGE LLC / NATI,1288000 ,1318590.00 
NPSF20011002,63860UAL4,NATIONSTAR MORTGAGE LLC / NATI,201000 ,204266.25 
NPSF20011002,63860UAM2,NATIONSTAR MORTGAGE LLC / NATI,720000 ,727200.00 
NPSF20011002,63938CAF5,NAVIENT CORP,226000 ,235492.00 
NPSF20011002,63938CAH1,NAVIENT CORP,140000 ,140875.00 
NPSF20015002,63938GAA7,NAVIENT STUDENT LOAN TRUST 2 A,502473 ,494367.87 
NPSF20012002,63938HAB3,NAVIENT PRIVATE EDU CTA B 144A,510000 ,488421.90 
NPSF20015002,63938JAA1,NAVIENT STUDENT LOAN TRUST 3 A,505882 ,494252.05 
NPSF20011002,63938NAE4,NAVIOS SOUTH AMERICAN LOG 144A,250000 ,242500.00 
NPSF20015002,63938QAA5,NAVIENT STUDENT LOAN TRUST 4 A,342830 ,335853.65 
NPSF20012002,63939CAC1,NAVIENT PRIVATE ED AA A2B 144A,547717 ,556113.83 
NPSF20012002,63939EAA1,NAVIENT PRIVATE EDU AA A1 144A,5466 ,5466.05 
NPSF20012002,63939EAB9,NAVIENT PRIVATE ED AA A2A 144A,460000 ,462139.00 
NPSF20015002,63940JAC3,NAVIENT STUDENT LOA 3A A3 144A,450000 ,450319.50 
NPSF20015002,63940NAC4,NAVIENT STUDENT LOA 1A A3 144A,450000 ,455085.00 
NPSF20012002,63946BAD2,NBCUNIVERSAL MEDIA LLC,15000 ,16414.80 
NPSF20012002,63946CAE8,NBCUNIVERSAL ENTERPRISE I 144A,200000 ,209000.00 
NPSF20015002,64033BAA0,NELNET STUDENT LOAN 5A A 144A,407355 ,404446.00 
NPSF20015002,64033MAB4,NELNET STUDENT LOAN 4A A2 144A,325000 ,318886.75 
NPSF20015002,64033QAB5,NELNET STUDENT LOAN 2A A2 144A,484284 ,478162.22 
NPSF20011002,64072TAA3,CSC HOLDINGS LLC 144A,200000 ,243000.00 
NPSF20011002,64072TAC9,CSC HOLDINGS LLC 144A,200000 ,220560.00 
NPSF20011002,64072TAE5,CSC HOLDINGS LLC 144A,250000 ,291482.50 
NPSF20015002,64352VKT7,NEW CENTURY HOME EQUITY L 2 M1,26760 ,26749.01 
NPSF20011002,645370AA5,NEW HOME CO INC/THE 144A,260000 ,269100.00 
NPSF20015002,64966JAS5,NEW YORK NY,375000 ,429671.25 
NPSF20015002,64972FT63,NEW YORK CITY NY MUNI WTR FIN,175000 ,222509.00 
NPSF20015002,650035J90,NEW YORK ST URBAN DEV CORP REV,165000 ,172641.15 
NPSF30018002,651229AU0,NEWELL BRANDS INC,70000 ,72157.40 
NPSF30018002,651229AV8,NEWELL BRANDS INC,120000 ,126436.80 
NPSF20012002,651229AV8,NEWELL BRANDS INC,171000 ,180172.44 
NPSF30018002,651229AW6,NEWELL BRANDS INC,100000 ,105989.00 
NPSF20012002,65339KAT7,NEXTERA ENERGY CAPITAL HOLDING,50000 ,50808.00 
NPSF20012002,654740AK5,NISSAN MOTOR ACCEPTANCE C 144A,10000 ,9987.70 
NPSF20012002,654740AL3,NISSAN MOTOR ACCEPTANCE C 144A,14000 ,14018.20 
NPSF20012002,654740AT6,NISSAN MOTOR ACCEPTANCE C 144A,80000 ,80322.40 
NPSF20015002,65478AAB9,NISSAN AUTO RECEIVABLES C A2A,89382 ,89310.12 
NPSF20015002,655044AH8,NOBLE ENERGY INC,93000 ,96039.24 
NPSF20012002,65535HAG4,NOMURA HOLDINGS INC,40000 ,40386.40 
NPSF20015002,65540LAC7,NOMURA RESECURITIZ 3R 3A1 144A,92054 ,91706.82 
NPSF20015002,65540TBT2,NOMURA RESECURITIZ 1R 1A1 144A,401663 ,386600.86 
NPSF20012002,655844BS6,NORFOLK SOUTHERN CORP,14000 ,13785.38 
NPSF20015002,66704JBT4,NORTHSTAR EDUCATION FINAN 1 A1,325000 ,320671.00 
NPSF20015002,667274AA2,NORTHWELL HEALTHCARE INC,210000 ,197484.00 
NPSF20011002,66977WAQ2,NOVA CHEMICALS CORP 144A,90000 ,90787.50 
NPSF20011002,670001AA4,NOVELIS CORP 144A,380000 ,401850.00 
NPSF20011002,67020YAL4,NUANCE COMMUNICATIONS INC 144A,390000 ,416325.00 
NPSF20011002,67054KAA7,SFR GROUP SA 144A,200000 ,217250.00 
NPSF30018002,67054LAC1,SFR GROUP SA 144A,340000 ,358700.00 
NPSF20012002,67066GAD6,NVIDIA CORP,40000 ,39709.60 
NPSF20012002,67066GAE4,NVIDIA CORP,80000 ,78979.20 
NPSF20015002,67087MAA4,OBP DEPOSITOR LLC T OBP A 144A,125000 ,133840.00 
NPSF30018002,67091TAC9,OCP SA 144A,270000 ,272376.00 
NPSF30018002,674599CC7,OCCIDENTAL PETROLEUM CORP,210000 ,216405.00 
NPSF30018002,674599CH6,OCCIDENTAL PETROLEUM CORP,70000 ,71260.00 
NPSF30018002,674599CJ2,OCCIDENTAL PETROLEUM CORP,70000 ,72765.70 
NPSF30018002,674599CL7,OCCIDENTAL PETROLEUM CORP,130000 ,128727.30 
NPSF30018002,674599CM5,OCCIDENTAL PETROLEUM CORP,100000 ,98771.00 
NPSF20015002,68233JAD6,ONCOR ELECTRIC DELIVERY CO LLC,600000 ,635988.00 
NPSF30018002,68245HAA2,ONE MARKET PLAZA T 1MKT A 144A,630000 ,660523.50 
NPSF20012002,68267JAB9,ONEMAIN FINANCIAL IS 2A B 144A,360000 ,358290.00 
NPSF20012002,68267YAA8,ONEMAIN FINANCIAL IS 1A A 144A,62787 ,62827.54 
NPSF20011002,68268DAB1,ONEMAIN FINANCIAL HOLDING 144A,380000 ,398658.00 
NPSF20012002,68268EAA1,ONEMAIN FINANCIAL IS 1A A 144A,620000 ,626113.20 
NPSF20012002,68323ADY7,PROVINCE OF ONTARIO CANADA,580000 ,575551.40 
NPSF20012002,68389XAK1,ORACLE CORP,440000 ,466382.40 
NPSF20012002,68389XBK0,ORACLE CORP,200000 ,198668.00 
NPSF20012002,68389XBM6,ORACLE CORP,145000 ,140473.10 
NPSF20012002,69335PCB9,PFS FINANCING CORP BA A 144A,100000 ,99634.00 
NPSF20015002,69353REJ3,PNC BANK NA,630000 ,630201.60 
NPSF20012002,69353REW4,PNC BANK NA,250000 ,249417.50 
NPSF30018002,694308GE1,PACIFIC GAS & ELECTRIC CO,480000 ,616526.40 
NPSF20015002,698455AC6,PANHANDLE EASTERN PIPE LINE CO,580000 ,642106.40 
NPSF20015002,698475AQ3,PANHANDLE-PLAINS HIGHER E 1 A3,260000 ,260124.80 
NPSF30018002,70014LAA8,PARK AEROSPACE HOLDINGS L 144A,40000 ,42100.00 
NPSF30018002,70014LAB6,PARK AEROSPACE HOLDINGS L 144A,60000 ,63300.00 
NPSF20012002,709599AW4,PENSKE TRUCK LEASING CO L 144A,100000 ,98043.00 
NPSF20011002,70959WAF0,PENSKE AUTOMOTIVE GROUP INC,330000 ,331650.00 
NPSF30018002,713448BZ0,PEPSICO INC,210000 ,213723.30 
NPSF20012002,713448DN5,PEPSICO INC,100000 ,96167.00 
NPSF20015002,714264AD0,PERNOD RICARD SA 144A,250000 ,269277.50 
NPSF30018002,714264AD0,PERNOD RICARD SA 144A,260000 ,280048.60 
NPSF30018002,715638AU6,PERUVIAN GOVERNMENT INTERNATIO,40000 ,53000.00 
NPSF30018002,715638BM3,PERUVIAN GOVERNMENT INTERNATIO,290000 ,355685.00 
NPSF30018002,71647NAM1,PETROBRAS GLOBAL FINANCE BV,850000 ,879750.00 
NPSF30018002,71647NAN9,PETROBRAS GLOBAL FINANCE BV,210000 ,187624.50 
NPSF30018002,71647NAR0,PETROBRAS GLOBAL FINANCE BV,150000 ,156720.00 
NPSF30018002,71647NAS8,PETROBRAS GLOBAL FINANCE BV,130000 ,140036.00 
NPSF30018002,71654QBR2,PETROLEOS MEXICANOS,50000 ,49350.00 
NPSF30018002,71654QBV3,PETROLEOS MEXICANOS,370000 ,360935.00 
NPSF30018002,71654QCB6,PETROLEOS MEXICANOS,120000 ,134088.00 
NPSF20012002,717081EA7,PFIZER INC,30000 ,30171.30 
NPSF30018002,718172AP4,PHILIP MORRIS INTERNATIONAL IN,120000 ,125731.20 
NPSF20011002,72147KAC2,PILGRIM'S PRIDE CORP 144A,185000 ,188700.00 
NPSF20015002,724060AA6,PIPELINE FUNDING CO LLC 144A,291840 ,343501.52 
NPSF20012002,72650RAZ5,PLAINS ALL AMERICAN PIPELINE L,85000 ,87246.55 
NPSF20011002,72766QAA3,PLATFORM SPECIALTY PRODUC 144A,135000 ,139387.50 
NPSF20011002,737446AJ3,POST HOLDINGS INC 144A,540000 ,629100.00 
NPSF20011002,737446AK0,POST HOLDINGS INC 144A,405000 ,410062.50 
NPSF20011002,740212AC9,PRECISION DRILLING CORP,239675 ,240872.90 
NPSF20011002,740212AE5,PRECISION DRILLING CORP,20000 ,20050.00 
NPSF20011002,740212AH8,PRECISION DRILLING CORP 144A,470000 ,485275.00 
NPSF20011002,74153QAJ1,PRIDE INTERNATIONAL LLC,270000 ,244350.00 
NPSF20011002,74166MAA4,PRIME SECURITY SERVICES B 144A,192000 ,209760.00 
NPSF20011002,74166NAA2,ADT CORP/THE 144A,365000 ,321200.00 
NPSF20012002,74251VAH5,PRINCIPAL FINANCIAL GROUP INC,27000 ,27424.17 
NPSF20012002,74251VAM4,PRINCIPAL FINANCIAL GROUP INC,15000 ,14837.85 
NPSF20012002,74333GAA5,PROGRESS RESIDENTI SFR1 A 144A,408300 ,413317.89 
NPSF20015002,74368CAB0,PROTECTIVE LIFE GLOBAL FU 144A,345000 ,342688.50 
NPSF20015002,743756AB4,PROVIDENCE ST JOSEPH HEALTH OB,200000 ,192834.00 
NPSF20011002,74387UAG6,PROVIDENT FUNDING ASSOCIA 144A,1065000 ,1104937.50 
NPSF20011002,74387UAJ0,PROVIDENT FUNDING ASSOCIA 144A,94000 ,95880.00 
NPSF20012002,745310AH5,PUGET ENERGY INC,117000 ,118076.40 
NPSF20011002,745867AM3,PULTEGROUP INC,80000 ,92136.00 
NPSF20011002,745867AV3,PULTEGROUP INC,535000 ,555062.50 
NPSF20011002,745867AW1,PULTEGROUP INC,420000 ,445200.00 
NPSF20012002,747525AF0,QUALCOMM INC,215000 ,221548.90 
NPSF20011002,74840LAA0,QUICKEN LOANS INC 144A,1243000 ,1252322.50 
NPSF30018002,74840LAA0,QUICKEN LOANS INC 144A,80000 ,80600.00 
NPSF20011002,748767AF7,QUINTILES IMS INC 144A,240000 ,246600.00 
NPSF20015002,74932QAA8,RBS COMMERCIAL FUND GSP A 144A,130000 ,138548.80 
NPSF30018002,74966UAP5,ROYALTY PHARMA 3/17 B6 TLB,705089 ,708085.16 
NPSF20011002,74978QAB1,RSP PERMIAN INC,160000 ,168600.00 
NPSF20011002,750236AR2,RADIAN GROUP INC,520000 ,544700.00 
NPSF20011002,750236AT8,RADIAN GROUP INC,300000 ,336750.00 
NPSF20011002,75281AAV1,RANGE RESOURCES CORP 144A,645000 ,669187.50 
NPSF30018002,75281AAZ2,RANGE RESOURCES CORP 144A,250000 ,243750.00 
NPSF20011002,75606DAC5,REALOGY GROUP LLC / REALO 144A,950000 ,999875.00 
NPSF20012002,756109AS3,REALTY INCOME CORP,40000 ,38096.00 
NPSF20012002,760942BB7,URUGUAY GOVERNMENT INTERNATION,125000 ,132187.50 
NPSF20012002,76116EHL7,RESOLUTION FDG CORP STRIP,900000 ,650484.00 
NPSF30018002,761713BB1,REYNOLDS AMERICAN INC,270000 ,326208.60 
NPSF30018002,761713BE5,REYNOLDS AMERICAN INC,54000 ,55875.42 
NPSF20012002,761713BF2,REYNOLDS AMERICAN INC,60000 ,63917.40 
NPSF20012002,761713BT2,REYNOLDS AMERICAN INC,203000 ,229140.31 
NPSF20011002,761735AD1,REYNOLDS GROUP ISSUER INC / RE,385641 ,395281.62 
NPSF30018002,761735AD1,REYNOLDS GROUP ISSUER INC / RE,77776 ,79720.67 
NPSF30018002,761735AT6,REYNOLDS GROUP ISSUER INC 144A,40000 ,41500.00 
NPSF20011002,761735AT6,REYNOLDS GROUP ISSUER INC 144A,500000 ,518750.00 
NPSF30018002,76173FAU1,REYNOLDS GROUP 1/17 (USD) TL,79194 ,79585.62 
NPSF20011002,762760AB2,RICE ENERGY INC,420000 ,435225.00 
NPSF20011002,762760AD8,RICE ENERGY INC,240000 ,256800.00 
NPSF20011002,76628T678,RIDGEWORTH SEIX FLOATING-I,1102770 ,9660265.20 
NPSF20011002,767744AA3,RITCHIE BROS AUCTIONEERS 144A,280000 ,290150.00 
NPSF20011002,767754CG7,RITE AID CORP,1325000 ,1336593.75 
NPSF20012002,772739AL2,WESTROCK RKT CO,22000 ,24119.70 
NPSF20011002,77340RAC1,ROCKIES EXPRESS PIPELINE 144A,160000 ,167600.00 
NPSF20011002,77340RAK3,ROCKIES EXPRESS PIPELINE 144A,300000 ,319500.00 
NPSF20011002,77340RAM9,ROCKIES EXPRESS PIPELINE 144A,950000 ,1030750.00 
NPSF20011002,77340RAP2,ROCKIES EXPRESS PIPELINE 144A,310000 ,325307.80 
NPSF20011002,779382AP5,ROWAN COS INC,430000 ,407962.50 
NPSF20011002,779382AR1,ROWAN COS INC,445000 ,393825.00 
NPSF20011002,779382AS9,ROWAN COS INC,340000 ,266900.00 
NPSF20012002,780097AW1,ROYAL BANK OF SCOTLAND GROUP P,145000 ,158071.75 
NPSF30018002,780099CH8,ROYAL BANK OF SCOTLAND GROUP P,1030000 ,1078451.20 
NPSF20012002,78010USN8,ROYAL BANK OF CANADA,285000 ,286482.00 
NPSF20012002,78011DAC8,ROYAL BANK OF CANADA,284000 ,283943.20 
NPSF20012002,78012KC62,ROYAL BANK OF CANADA,210000 ,210613.20 
NPSF20015002,781172AB7,RUBY PIPELINE LLC 144A,400000 ,427376.00 
NPSF20015002,78349AAB9,RWJ BARNABAS HEALTH INC,285000 ,276127.95 
NPSF20011002,78388JAU0,SBA COMMUNICATIONS CORP 144A,400000 ,407000.00 
NPSF20011002,78412FAL8,SESI LLC,675000 ,668250.00 
NPSF20011002,78412FAP9,SESI LLC,215000 ,213925.00 
NPSF20015002,78413MAA6,SFAVE COMMERCIAL 5AVE A1 144A,140000 ,140313.60 
NPSF30018002,78442FEH7,NAVIENT CORP,200000 ,212140.00 
NPSF20011002,78442FEH7,NAVIENT CORP,420000 ,445494.00 
NPSF20011002,78442FEJ3,NAVIENT CORP,890000 ,985399.10 
NPSF20011002,78442FER5,NAVIENT CORP,145000 ,150800.00 
NPSF20015002,78442GJG2,SLM STUDENT LOAN T 10A A3 144A,418850 ,414685.22 
NPSF20015002,78442GJS6,SLM STUDENT LOAN TR 11 A6 144A,250000 ,250900.00 
NPSF20015002,78442GMR4,SLM STUDENT LOAN TRUST 200 8 B,46971 ,43484.27 
NPSF20015002,78442GPG5,SLM STUDENT LOAN TRUST 20 4 A3,467826 ,465205.75 
NPSF20015002,78442GPR1,SLM STUDENT LOAN TRUST 20 5 A5,350000 ,343035.00 
NPSF20015002,78442GRX6,SLM STUDENT LOAN TRUST 20 2 A6,360000 ,342223.20 
NPSF20015002,78443HAF0,SLM STUDENT LOAN TRUST 20 8 A6,360000 ,334900.80 
NPSF20015002,784442AD7,SLM STUDENT LOAN TRUST 200 2 B,105000 ,93255.75 
NPSF20015002,78444CAD5,SLM STUDENT LOAN TRUST 20 6 A4,415718 ,414575.03 
NPSF20015002,78444CAF0,SLM STUDENT LOAN TRUST 200 6 B,77007 ,74165.09 
NPSF20015002,78444GAC8,SLM STUDENT LOAN TRUST 20 3 A3,309367 ,308513.10 
NPSF20015002,78444GAD6,SLM STUDENT LOAN TRUST 200 3 B,105000 ,94473.75 
NPSF20015002,78444YAE5,SLM STUDENT LOAN TRUST 200 5 B,105000 ,102460.05 
NPSF20015002,78445AAE6,SLM STUDENT LOAN TRUST 200 4 B,105000 ,101802.75 
NPSF20015002,78445CAE2,SLM STUDENT LOAN TRUST 200 6 B,105000 ,102889.50 
NPSF20015002,78445FAE5,SLM STUDENT LOAN TRUST 200 7 B,105000 ,104076.00 
NPSF20015002,78445GAE3,SLM STUDENT LOAN TRUST 200 8 B,105000 ,102573.45 
NPSF20015002,78445JAB3,SLM STUDENT LOAN TRUST 200 9 B,105000 ,106308.30 
NPSF30018002,78446DAC3,SLM PRIVATE EDUCATIO A A3 144A,1680000 ,1747149.60 
NPSF20012002,78447FAA1,SLM PRIVATE EDUCATIO E A1 144A,0 ,0.01 
NPSF20015002,78447KAC6,SLM STUDENT LOAN TRUST 20 7 A3,325000 ,317001.75 
NPSF20015002,78448AAA1,SLM STUDENT LOAN TRUST 201 4 A,163646 ,164058.82 
NPSF20012002,78448WAB1,SMB PRIVATE EDUCATI A A2A 144A,180000 ,182608.20 
NPSF20012002,78449FAA9,SMB PRIVATE EDUCATIO A A1 144A,87503 ,87604.45 
NPSF20012002,78449FAB7,SMB PRIVATE EDUCATI A A2A 144A,100000 ,100796.00 
NPSF20011002,785592AE6,SABINE PASS LIQUEFACTION LLC,1400000 ,1530564.00 
NPSF20011002,785592AH9,SABINE PASS LIQUEFACTION LLC,680000 ,771317.20 
NPSF30018002,785592AJ5,SABINE PASS LIQUEFACTION LLC,150000 ,167209.50 
NPSF20012002,785592AM8,SABINE PASS LIQUEFACTION LLC,310000 ,342990.20 
NPSF20015002,785592AM8,SABINE PASS LIQUEFACTION LLC,200000 ,221284.00 
NPSF20012002,80281LAE5,SANTANDER UK GROUP HOLDINGS PL,200000 ,200676.00 
NPSF20012002,80282KAC0,SANTANDER HOLDINGS USA INC,182000 ,184513.42 
NPSF30018002,80282KAE6,SANTANDER HOLDINGS USA INC,40000 ,41146.00 
NPSF20012002,80282KAH9,SANTANDER HOLDINGS USA INC,210000 ,211041.60 
NPSF20012002,80283JAE8,SANTANDER DRIVE AUTO A C 144A,156300 ,156860.84 
NPSF20012002,80284QAE1,SANTANDER DRIVE AUTO RECEI 5 B,400000 ,399680.00 
NPSF30018002,806851AC5,SCHLUMBERGER HLDGS CORP 144A,150000 ,153585.00 
NPSF30018002,806851AG6,SCHLUMBERGER HLDS CORP 144A,120000 ,126620.40 
NPSF20015002,80705WAB5,SCHOLAR FUNDING TRUS B A2 144A,300000 ,300000.00 
NPSF20011002,81211KAS9,SEALED AIR CORP 144A,175000 ,195343.75 
NPSF30018002,81375WHF6,SECURITIZED ASSET BACK CB1 AV1,744741 ,712791.20 
NPSF20011002,82088KAC2,SHEA HOMES LP / SHEA HOME 144A,190000 ,194750.00 
NPSF20011002,82088KAD0,SHEA HOMES LP / SHEA HOME 144A,190000 ,194750.00 
NPSF30018002,822582AY8,SHELL INTERNATIONAL FINANCE BV,80000 ,85019.20 
NPSF30018002,822582BF8,SHELL INTERNATIONAL FINANCE BV,290000 ,302745.50 
NPSF20012002,822582BG6,SHELL INTERNATIONAL FINANCE BV,158000 ,159211.86 
NPSF30018002,822582BQ4,SHELL INTERNATIONAL FINANCE BV,40000 ,39230.80 
NPSF30018002,822582BT8,SHELL INTERNATIONAL FINANCE BV,200000 ,198242.00 
NPSF20012002,822582BX9,SHELL INTERNATIONAL FINANCE BV,60000 ,57745.80 
NPSF20015002,82481LAA7,SHIRE ACQUISITIONS INVESTMENTS,350000 ,348603.50 
NPSF20012002,82481LAC3,SHIRE ACQUISITIONS INVESTMENTS,80000 ,79153.60 
NPSF20012002,82481LAD1,SHIRE ACQUISITIONS INVESTMENTS,80000 ,78070.40 
NPSF20015002,82620KAK9,SIEMENS FINANCIERINGSMAAT 144A,250000 ,241365.00 
